index,Medio_Desordenados,Poco_Desordenados,Muy_Desordenados
1288,58610,900,43593
1289,61690,60772,49198
1290,32238,199474,63413
1291,66269,902,49135
1292,8156,903,204509
1293,5316,903,38414
1294,38357,904,55283
1295,50510,904,68667
1296,45717,73611,47028
1297,22459,41301,54516
1298,34008,23330,61734
1299,7260,1217,40908
1300,61251,908,4342
1301,9297,40860,11181
1302,38079,57013,199197
1303,59792,34373,199752
1304,38892,910,9608
1305,1162,2654,203125
1306,55468,911,3870
1307,9989,56899,8392
1308,25334,55603,25450
1309,36239,51441,38720
1310,36124,55275,78426
1311,45468,913,199504
1312,50223,36410,61624
1313,23915,914,44354
1314,200413,915,68746
1315,71074,57977,78791
1316,56284,916,47762
1317,57688,61053,10889
1318,26049,917,381
1319,78379,917,38521
1320,40474,199186,6135
1321,59601,56329,39699
1322,9614,919,70326
1323,38868,202622,52149
1324,203115,54437,41232
1325,45640,920,34744
1326,55803,48177,200674
1327,19894,204878,8974
1328,24529,203677,59326
1329,9809,51419,9973
1330,45063,73822,9598
1331,9452,12068,62235
1332,60806,47702,43959
1333,34161,35942,39320
1334,48078,51969,4913
1335,81471,927,1463
1336,24252,928,50323
1337,33980,60172,1918
1338,36263,929,59920
1339,33169,18233,9992
1340,326,35320,19192
1341,202699,930,42096
1342,27862,62855,21185
1343,58073,50276,17091
1344,45269,35186,67343
1345,35994,44503,75022
1346,26178,33364,11903
1347,46314,934,73873
1348,8788,4543,70438
1349,1225,54561,67424
1350,199286,45212,41960
1351,68555,40375,2551
1352,28299,937,45063
1353,8384,68619,203655
1354,77369,58867,60592
1355,58802,68286,51820
1356,38048,45960,65630
1357,26588,78228,36968
1358,68548,940,44288
1359,65465,51924,6425
1360,28234,3986,39962
1361,55410,30235,44652
1362,57164,942,77369
1363,58501,205122,51271
1364,60555,943,70340
1365,50885,43303,61690
1366,47398,23546,80246
1367,32376,61617,200475
1368,61131,24141,77623
1369,74495,945,3294
1370,35176,39696,62972
1371,9960,946,36249
1372,50757,947,82992
1373,70198,204741,29897
1374,16306,9858,54792
1375,62217,75025,200966
1376,42306,949,44963
1377,7293,203490,36505
1378,41974,40111,56041
1379,203654,951,56027
1380,10561,34976,35788
1381,2592,59349,55992
1382,4889,952,10962
1383,204185,953,70738
1384,32556,953,9064
1385,66678,636,75076
1386,57681,954,47055
1387,40008,955,39568
1388,203096,955,41506
1389,70158,38249,27747
1390,45414,74410,931
1391,39053,38291,2128
1392,199816,957,41902
1393,2410,6810,43988
1394,58337,60153,40569
1395,36663,48545,7533
1396,38580,959,199242
1397,6934,83029,61145
1398,3374,73737,38876
1399,3514,961,82698
1400,45861,7567,39695
1401,55560,963,809
1402,6245,51554,43766
1403,36949,5567,46839
1404,25882,964,21877
1405,56792,72828,36750
1406,33757,965,35459
1407,67598,61540,16879
1408,203826,60124,55778
1409,11020,967,50622
1410,329,967,36161
1411,70407,59925,30186
1412,32837,18245,5133
1413,36766,969,205057
1414,39303,56073,46096
1415,38615,970,11143
1416,204013,971,66605
1417,8741,971,8301
1418,8781,70271,10391
1419,60423,972,38998
1420,41471,974,57064
1421,48653,974,46001
1422,38898,41373,694
1423,18308,198701,70146
1424,56381,4979,79954
1425,199897,976,11930
1426,205203,977,32830
1427,35372,44017,44746
1428,41217,980,9948
1429,198969,76254,33347
1430,200334,981,205270
1431,19639,39481,5171
1432,2986,201344,17711
1433,39671,61148,10350
1434,201934,45511,41754
1435,26167,38501,16574
1436,199747,4628,5124
1437,60856,41567,955
1438,50544,985,47250
1439,66677,79481,50066
1440,69131,74685,2669
1441,32112,55132,52164
1442,49230,28938,65919
1443,66716,987,199800
1444,55787,988,54666
1445,47789,9010,41907
1446,62662,989,200927
1447,9217,6383,55153
1448,10030,35914,22056
1449,44877,44653,61851
1450,4017,204926,204277
1451,22099,991,3192
1452,32124,49982,34521
1453,70045,992,6845
1454,73648,52230,4525
1455,51017,54692,46844
1456,46391,69093,47563
1457,59382,994,10548
1458,27907,995,202241
1459,46302,44426,8505
1460,204938,9436,26939
1461,203733,996,49123
1462,12439,3247,50519
1463,54287,45688,51041
1464,43893,1820,31963
1465,34372,998,200086
1466,5460,12281,67762
1467,5333,999,65289
1468,68524,200046,48951
1469,7474,1000,46504
1470,10017,44795,5310
1471,9737,1001,283
1472,60768,1002,34575
1473,1290,1002,45080
1474,65988,7533,32736
1475,81332,199573,82591
1476,202969,41331,203587
1477,35349,17050,25813
1478,38624,1005,77209
1479,30055,202055,8077
1480,58759,1006,203679
1481,33563,1006,12410
1482,204245,26025,67067
1483,41243,46236,823
1484,46141,23359,1211
1485,27228,1008,27364
1486,58020,47356,8646
1487,47701,55263,51149
1488,71117,61988,2514
1489,35728,55912,50142
1490,33986,66889,200819
1491,6473,1011,41770
1492,62151,61449,48987
1493,35252,21630,26873
1494,199894,50156,63219
1495,5698,19807,41163
1496,21199,54871,57572
1497,36557,62386,203427
1498,10085,3508,10134
1499,2499,82793,44789
1500,36323,69665,202770
1501,35764,6795,6472
1502,41835,11984,63422
1503,51990,21394,74818
1504,36778,63411,20396
1505,54107,1019,77664
1506,56284,1022,66404
1507,32971,1022,43780
1508,8699,10113,70133
1509,8633,46176,5265
1510,9058,70254,71194
1511,8891,45896,200999
1512,56029,65531,70164
1513,54952,1025,38085
1514,1351,7176,199834
1515,54899,4314,77740
1516,56532,203828,198731
1517,8561,1028,60863
1518,3102,1029,203646
1519,24789,38581,76094
1520,41424,38548,52189
1521,42215,51870,7003
1522,11261,61067,61644
1523,203433,1031,50373
1524,204407,1032,21370
1525,52240,12051,35191
1526,47234,47742,43737
1527,69240,8445,199243
1528,35402,81403,205290
1529,8636,78220,7412
1530,25785,6164,24056
1531,55806,45157,49645
1532,3955,10695,61202
1533,46913,1036,43608
1534,34313,1037,21267
1535,983,1037,61400
1536,32341,1038,46349
1537,42254,32101,74022
1538,36036,10291,54811
1539,336,1039,55541
1540,200878,689,33813
1541,7302,9771,62848
1542,40443,60066,55484
1543,76562,63269,10403
1544,203320,1042,75620
1545,29866,49856,69191
1546,28100,1043,50653
1547,51585,1043,16304
1548,62929,60426,55210
1549,69552,56971,69557
1550,41774,1045,51788
1551,36205,48595,9392
1552,7016,61018,46578
1553,70641,78277,9919
1554,75073,66940,32457
1555,59447,1047,68068
1556,16537,1048,69056
1557,47607,45659,43848
1558,200034,74516,205272
1559,9003,1049,67714
1560,40267,65560,51217
1561,49881,35661,59033
1562,45924,1051,51672
1563,39737,1051,1000
1564,34227,66980,45770
1565,71158,1052,62070
1566,202175,203005,26921
1567,54431,1053,41711
1568,1489,1054,24139
1569,200895,1054,199474
1570,45312,1055,66714
1571,200335,1055,2918
1572,2813,17876,19415
1573,54357,24835,54750
1574,44756,11146,8740
1575,34051,1057,21005
1576,66046,1058,81267
1577,36765,1058,67615
1578,203567,1059,48913
1579,45545,1059,10204
1580,41004,1060,51386
1581,36802,20215,38906
1582,4668,1955,47994
1583,12346,1222,69578
1584,32061,60940,29783
1585,33682,1062,32020
1586,10143,1063,78020
1587,44631,60840,51578
1588,77111,10426,36224
1589,81292,1064,201487
1590,4620,4942,200855
1591,198880,40339,65661
1592,9518,39951,22381
1593,40259,21318,47720
1594,69799,1067,27929
1595,80879,203404,38255
1596,67625,1068,11722
1597,49783,42036,61148
1598,9330,4647,56115
1599,12353,9127,61952
1600,203836,1070,39535
1601,57858,52100,202838
1602,32541,1071,47456
1603,61476,1071,22605
1604,54583,1072,41730
1605,72975,66354,38885
1606,5031,1073,6395
1607,35129,21099,54486
1608,204527,56158,56340
1609,3136,52015,6595
1610,62151,3804,66864
1611,66262,1075,5639
1612,3090,50258,55768
1613,51052,1076,59512
1614,50420,74960,57974
1615,38167,57338,23703
1616,52096,63336,1029
1617,44840,39877,5527
1618,48183,24210,77091
1619,1083,1079,11114
1620,29851,39901,36795
1621,34681,1080,55102
1622,75769,1081,36038
1623,51067,2866,2676
1624,25962,11391,60237
1625,55402,2366,202780
1626,44765,33229,10053
1627,26415,1083,52193
1628,52003,62058,51009
1629,200964,1084,74731
1630,38711,1085,9301
1631,4003,1085,47836
1632,9927,21637,203675
1633,49474,41585,35358
1634,46705,1088,66968
1635,69471,1088,54824
1636,38034,1968,78363
1637,70110,1089,57846
1638,27789,1090,48625
1639,12211,1090,51706
1640,61445,38163,51578
1641,32139,51019,49862
1642,9789,34995,201050
1643,12286,65540,39979
1644,29840,1095,7052
1645,77531,1095,6566
1646,50291,1096,59177
1647,70169,67452,70661
1648,1695,47481,77424
1649,16720,1097,200075
1650,33174,6100,57674
1651,3074,63059,199539
1652,17429,1099,59166
1653,32756,50277,204361
1654,6482,38301,45089
1655,38481,1100,40685
1656,10846,35734,77544
1657,202753,9971,54387
1658,51083,49530,61828
1659,200689,1102,51408
1660,65583,65314,56608
1661,10144,1877,79618
1662,65432,26001,200392
1663,51946,1179,62743
1664,201676,9160,60977
1665,33505,30707,80260
1666,3332,48424,49013
1667,82910,1106,38477
1668,38870,11966,10002
1669,65617,1107,16917
1670,72748,1108,46776
1671,43519,5660,8207
1672,45131,4040,46591
1673,26482,50480,50384
1674,40367,1110,65564
1675,33099,1110,44097
1676,41226,48839,60980
1677,62459,1111,55295
1678,46142,40244,30406
1679,19665,21997,47271
1680,2035,1113,54628
1681,201047,1113,204121
1682,1404,1114,57780
1683,47252,200467,203141
1684,34047,1115,58817
1685,2983,50459,35656
1686,45943,47550,10426
1687,58812,48498,137780
1688,49173,58247,77770
1689,58071,69811,201678
1690,77262,38061,9477
1691,10291,2110,16633
1692,32719,6303,41023
1693,57674,56792,12222
1694,50169,1120,19512
1695,71199,48755,35537
1696,49163,1121,38640
1697,202417,4240,68638
1698,45479,21647,66496
1699,55501,32238,60945
1700,39369,1123,204448
1701,32011,3135,23318
1702,204596,1124,574
1703,69647,8190,57663
1704,48196,1125,69920
1705,54422,34585,59599
1706,49492,67021,11118
1707,49960,1126,10752
1708,69954,49450,61927
1709,7315,1127,11982
1710,61553,61105,204593
1711,57394,1128,61152
1712,43342,1129,8559
1713,57962,54163,54917
1714,36505,32880,17377
1715,28904,1130,42230
1716,2606,2854,56762
1717,23198,1131,45091
1718,3665,11179,34866
1719,61832,1135,67883
1720,43804,39767,60295
1721,11060,55614,23817
1722,41108,1138,198753
1723,200325,1138,8331
1724,44249,200791,45716
1725,3564,1139,40173
1726,200538,1692,34379
1727,11350,7078,51925
1728,44772,33883,70078
1729,8997,63316,36426
1730,20764,1143,62675
1731,6685,46214,52265
1732,76551,40500,4594
1733,52195,67083,55892
1734,54355,48775,29971
1735,65218,1145,67988
1736,68243,22996,41520
1737,67481,1146,198987
1738,65488,1147,79901
1739,34418,46396,8800
1740,33053,50290,60045
1741,2123,46457,34741
1742,63494,1149,61807
1743,38923,46181,202174
1744,56442,24474,47905
1745,7207,5540,50758
1746,46609,1151,199070
1747,46030,45272,57105
1748,5459,71001,16613
1749,80339,55705,70782
1750,199091,1153,563
1751,200111,198902,43846
1752,54795,42065,42237
1753,6802,43715,67100
1754,48568,1155,204278
1755,35403,1155,45869
1756,4291,203134,54708
1757,9087,1156,50840
1758,66741,52036,74734
1759,39226,1157,51677
1760,59417,1158,201517
1761,5509,45277,44178
1762,27262,9556,2826
1763,11324,1159,50752
1764,62707,1160,202482
1765,29119,1160,199481
1766,763,199065,32921
1767,70058,1161,36920
1768,23427,202098,51565
1769,202611,19265,198702
1770,41897,45435,68673
1771,201413,1163,3465
1772,5267,1164,50236
1773,29064,80691,56818
1774,55355,1165,25382
1775,203020,57437,34415
1776,34617,198812,50903
1777,68220,1166,12292
1778,44760,1167,199229
1779,12109,1167,61468
1780,32923,45623,3442
1781,48699,203549,200675
1782,4168,1169,66786
1783,38978,1169,47935
1784,49702,1170,6746
1785,61826,1170,199976
1786,33014,198970,9310
1787,59330,49153,63379
1788,1730,8802,33117
1789,39002,1173,77388
1790,1366,33068,62659
1791,44912,32923,79451
1792,32253,9234,5314
1793,12081,10258,4121
1794,35168,44512,202108
1795,54175,1177,79622
1796,69710,34601,200168
1797,43309,1178,205146
1798,36373,47343,55283
1799,44298,51714,34331
1800,12072,34358,47319
1801,43554,1180,45881
1802,21311,65394,2421
1803,38288,205178,35758
1804,65494,47117,51763
1805,3168,1182,50237
1806,41210,34153,40252
1807,21144,65230,57116
1808,49427,24836,10614
1809,46760,43553,44128
1810,40088,1186,60218
1811,46902,1186,56095
1812,36841,48257,73774
1813,3557,44682,69266
1814,10146,4023,48359
1815,67102,35896,41610
1816,33200,35220,45442
1817,44871,59849,203039
1818,1212,49440,3164
1819,74515,1193,45662
1820,33886,1193,8771
1821,40058,1194,8594
1822,11107,46458,36516
1823,58292,1195,61441
1824,4862,1195,67080
1825,70155,45046,10266
1826,46990,40428,9569
1827,45761,44016,60466
1828,58758,1197,72933
1829,30190,27852,7484
1830,46525,1198,11060
1831,77950,1199,54734
1832,33810,56334,67639
1833,279,61103,201585
1834,201421,39248,45870
1835,57884,1201,55664
1836,55616,8806,35847
1837,36903,5598,65743
1838,47216,54822,59547
1839,203662,10946,48982
1840,33611,8468,60734
1841,25858,1204,202653
1842,202868,40181,11405
1843,2915,48415,54584
1844,204922,44097,713
1845,50287,45755,54235
1846,45949,1942,2136
1847,50052,33141,4305
1848,28524,47349,51317
1849,10990,8133,22043
1850,82725,36493,56852
1851,11092,51473,38765
1852,201643,12249,1181
1853,203308,12116,56134
1854,36294,1210,57187
1855,27375,2885,10085
1856,51057,204175,56555
1857,48839,9029,60515
1858,3405,1212,22952
1859,33690,79698,59837
1860,199603,56650,38186
1861,34305,57311,202869
1862,199727,44889,48437
1863,25960,40762,200235
1864,4880,78403,30345
1865,4952,11058,32280
1866,203276,56796,202123
1867,69561,35248,204106
1868,57368,23754,10958
1869,59936,59434,72729
1870,44863,48565,35355
1871,45752,66360,48696
1872,35818,1219,68847
1873,51373,1220,8191
1874,10921,9515,201635
1875,78448,47108,6861
1876,48948,3344,203103
1877,30616,36623,9360
1878,41809,1222,74684
1879,9929,69888,73145
1880,60999,1223,8565
1881,50598,1224,44991
1882,198747,1224,83135
1883,70792,33142,11638
1884,19207,32851,2091
1885,9857,1226,38635
1886,41910,33583,49011
1887,57171,47398,68710
1888,66371,35339,3296
1889,47256,40916,198885
1890,9135,50764,55635
1891,45890,1229,51536
1892,3829,205135,3849
1893,199038,1230,40037
1894,29718,12347,47294
1895,39103,1231,56951
1896,38973,49942,202440
1897,22100,46909,49315
1898,2878,1232,47150
1899,57452,57455,82519
1900,5319,66325,66055
1901,58024,1234,66915
1902,57573,203643,199315
1903,48130,47467,44152
1904,2147,1235,35630
1905,27462,56491,201182
1906,22198,3283,44520
1907,480,1237,9327
1908,71010,5504,66423
1909,68547,1238,35473
1910,66254,55313,54801
1911,62683,1239,55140
1912,11714,51105,34361
1913,203995,199050,24152
1914,9038,204306,56481
1915,11365,1241,36836
1916,25217,1241,10783
1917,203137,1242,52235
1918,10491,45801,39259
1919,44943,78812,203418
1920,75725,12148,2326
1921,203940,61975,47390
1922,74400,45670,203142
1923,40191,1245,18117
1924,49361,16823,68176
1925,19788,1246,74897
1926,67796,1246,4554
1927,6325,29037,65601
1928,203986,1247,198975
1929,201515,9020,2439
1930,54678,65774,200254
1931,39711,8151,45632
1932,62958,8782,68984
1933,39952,1250,3106
1934,199871,22923,57868
1935,34876,41389,67062
1936,49312,200562,60963
1937,61402,1252,199400
1938,76204,1252,33263
1939,5162,10280,22390
1940,34385,45194,47857
1941,72736,10066,66241
1942,10878,199253,776
1943,8084,1255,24142
1944,62164,41650,70219
1945,33157,65533,22038
1946,32133,1256,8132
1947,65511,67051,42164
1948,7016,1257,36290
1949,4302,1258,48375
1950,176,36637,2831
1951,44861,1259,201178
1952,36275,77956,46937
1953,60033,49065,32203
1954,25380,73866,49982
1955,39543,200855,9025
1956,32976,744,35040
1957,12319,1262,69449
1958,55641,1262,59143
1959,54949,50024,36620
1960,54635,1263,4215
1961,4685,1264,44260
1962,70324,1264,58034
1963,55951,1265,40956
1964,26722,1265,201684
1965,32565,201009,48140
1966,9347,1266,68687
1967,62896,48041,39318
1968,78712,49320,46867
1969,79726,1272,33026
1970,69248,1272,2955
1971,56178,202451,63501
1972,32701,1273,3485
1973,200347,3705,6068
1974,203467,51602,45598
1975,55520,66378,202937
1976,67785,1275,35643
1977,42191,6580,72643
1978,51542,4540,9418
1979,39523,1277,8767
1980,68958,63331,66445
1981,201827,1278,40366
1982,61635,68967,55404
1983,204522,50191,58562
1984,520,69079,49750
1985,32270,1280,202046
1986,32054,11820,5101
1987,43886,1281,46540
1988,38261,56850,12384
1989,137800,1282,45297
1990,201927,38783,19880
1991,5066,56702,68071
1992,201371,1283,35147
1993,11737,67404,61363
1994,4447,1284,49477
1995,11840,1285,77196
1996,61080,1285,25268
1997,50824,1286,55128
1998,7206,8625,620
1999,35770,1287,200992
2000,1759,1287,36657
2001,30543,43982,68401
2002,19498,70892,44072
2003,200005,32868,61438
2004,43621,68226,34601
2005,34869,8981,50376
2006,39527,66024,203279
2007,50226,201902,34581
2008,2746,55974,137793
2009,56213,1292,40947
2010,46880,29234,203543
2011,10958,77656,50045
2012,5489,1293,18423
2013,50864,1294,49335
2014,30298,68851,55385
2015,200098,5101,46569
2016,4359,205290,7438
2017,46258,1296,49879
2018,42207,1296,32518
2019,48627,1297,35925
2020,50699,1297,67544
2021,3912,1298,65255
2022,11346,58545,20641
2023,26746,1299,39399
2024,62432,8337,54250
2025,10928,1300,203755
2026,9199,50819,5291
2027,32034,69621,68603
2028,41415,35659,60151
2029,32051,56433,44748
2030,657,65924,3448
2031,50187,9850,204876
2032,61508,1303,8411
2033,63141,33730,58685
2034,65988,71099,45958
2035,203720,73952,3371
2036,199753,199100,74721
2037,60911,1306,32314
2038,56798,1306,59883
2039,203422,1307,68315
2040,65949,56640,46603
2041,2879,1308,59144
2042,204524,69708,65522
2043,3283,202554,203953
2044,40632,46205,199555
2045,6267,10959,81266
2046,27297,54883,21707
2047,20496,38251,44758
2048,3969,47630,32062
2049,70531,8578,200159
2050,70105,25849,41236
2051,60898,1314,44212
2052,46646,1314,1358
2053,67687,58334,58587
2054,51817,36041,67114
2055,75946,32114,34817
2056,32162,73908,39450
2057,5672,70385,63469
2058,25614,1317,17627
2059,65737,40075,49702
2060,44211,25160,67057
2061,8813,202809,41799
2062,61728,51482,63429
2063,56894,18122,41204
2064,44189,1320,41003
2065,80025,67942,60442
2066,45824,60296,11799
2067,6481,1322,80038
2068,8041,1322,8804
2069,2011,1324,203076
2070,54370,38143,44681
2071,5671,1325,2236
2072,762,21144,200962
2073,46279,39701,61695
2074,10025,201491,2444
2075,39945,1328,59796
2076,9714,8694,66187
